star,Verfied_Audience_Comment,label
5.0,Bringing it home to the islands. Loved that!,1
4.0,"I does have a lot action and very funny at moments, but also exaggerated at moments but at the end it a movie and keep you excited at the whole time.",1
5.0,"I love the Fat & Furious series & Dwayne Johnson, Jason Stratton, many good stars. The action scenes were pretty good, although, I've seen better in the Fast & Furious series. But, the way the two stars banter throughout really cracks me up.",1
4.0,I haven't seen any movies with Hobbs or Shaw. I was pleasantly surprised how entertaining it was. Lots and lots of action.,1
5.0,Funny and exciting next chapter in this successful franchise. Is there nothing the Rock can’t do?!,1
5.0,Awesome Show..We love you Mr. Rock!❤,1
5.0,I love the action and the playful banter between Shaw and Hobbs!!! Will watch it over and over again,1
0.5,Campy and poorly written.,-1
4.0,Love Dwayne and the other characters. Just a little too much fighting for me.,1
5.0,"Wow. Action, comedy, surprise by Kevin H. So good.",1
5.0,Lots of action and funny dialogue. The Rock and Jason Statham work well together.,1
5.0,"Great movie, you should see it if your need a good action movie to watch",1
5.0,Fun movie... loved the Ryan Reynolds cameo!!!,1
5.0,Love the cast and the storyline. Amazing movie!,1
5.0,Loved the banter between Dwayne Johnson and Jason Statham. The action and chase scenes were fabulous.,1
4.5,Rock and Jason Statham were hilarious. Can't wait for the next film.,1
5.0,Great spinoff to the Fast & Furious franchise. I hope there is more to come! Great action and loved there dynamic together.,1
5.0,lots of funny moments and full of action,1
5.0,Loved it lots of humor and action.,1
5.0,Good movie there shall be more,1
5.0,"Great movie, fun and full of action!",1
3.5,Lots of action as expected.....,0
5.0,Dwayne and Jason have awesome chemistry and great comedic timing in this action-packed over the top drama. Would love to see Ryan Reynolds and Kevin Hart in future sequels. Idris played a spectacular villain! And Vanessa was kick-@$$ as Jason’s sister! #LovedIt,1
5.0,"Great casting, storyline, action packed throughout!",1
5.0,What didn't I love! BADASS movie!,1
3.0,Nothing special like Fast and Furious. I saw because of Jason Statham.,0
5.0,loved the quick service and the movie kept me on the edge of my seat.,1
5.0,Lots of action and great stunts. Make you wanted to travel to all these beautiful countries .,1
5.0,"My son and I loved it! Lots of action and comedy to keep the anticipation going! Plus, who doesnt love The Rock!",1
4.0,"Funny movie, lots of action and comedy.",1
3.5,"Was cool, kinda seemed like it was to chopped together and some scenes could of been left out or go a different route. The constant bickering and I gotta work alone stuff is getting old to me, would of been cool if both shaw brothers was in it and the ending got me intrigued of a sequel",0
3.5,It was a lot of fun.,0
4.5,Didnt like the use of the F word but otherwise good movie - lots of action and humor too.,1
4.0,Great movie if you want to laugh a little,1
5.0,Great action! Great culture provided. Kick Ass!,1
4.0,"A high action packed movie, great if your a Jason Statham and Dwayne Johnson fan. Idris Elba actually plays a pretty good villain. Though if this was a realistic film they would probably be dead in the first 15min of the film. The only thing I really don’t get is why they put Fast and the Furious on this film, maybe the same universe but they didn’t do a good job of getting this by. Definitely in it’s own separate little bubble completely.",1
5.0,Lots of action and humor.,1
4.0,Action packed throughout the movie!!,1
3.5,"Despite pacing issues, plot holes and inconsistent characterization, it’s a lot of fun. Just don’t go in looking for levels to read into.",0
3.0,"It was ok, I think they tried to hard, and most of the joke was flat and not funny at all",0
5.0,"Was very good, being from Hawaii and all... loved it...****",1
5.0,"It was great, just walked in, found our seats and it was a great movie. THUMPS UP",1
4.0,"The last fight scene was a bit much, overall loved it.",1
4.5,Very likeable. Tons of action and plenty of suspense. Not enough of Dwayne shirtless.,1
4.0,stupid as always. loved it.,1
5.0,"Omg I saw it 2 times and loved it both and can’t wait for a possible part 2 full of action,comedy and more and the 2 hot stars ❤️",1
5.0,Loved this movie!! Definitely a must see.,1
5.0,Just great fun action and cool stunts. Character story choices are problematic but still very enjoyable.,1
3.5,No the same with the rest of the cast,0
5.0,Great action comedy!,1
4.0,Not fast and furious....But totally good,1
3.0,good action but some just didn't seem real,0
3.0,"It had a good base story but it never developed. It was more about fights, high speed chases and I love the banter but it could be directed more towards the story line.",0
3.0,Better than expected,0
5.0,This was an awesome movie,1
5.0,Such a fun movie!! Lots of violence but it seems kind of spoofy the way they do it so not so bad. I loved the Samoa part!!!,1
3.0,found the movie way too long for what it was.,0
5.0,Great movie and lots of action. loved the music as well.,1
5.0,Love it there are going to do another one .,1
4.0,It was a good Movie. But I wouldn’t compare it to any of the fast & furious Movies. Hobbs & Shaw is in its on lane.,1
5.0,Gr8 buddy flick . . . best since Lethal Weapons.,1
5.0,I loved This movie . It was funny . It was thrilling . Everything went together .,1
3.5,Movie is good but it gets a little corny towards the end.,0
4.0,"Awesome special effects , timeline too long, but story line was believable and clear... great time definitely will watch again!",1
5.0,Amazing I love defining the laws of physics,1
5.0,My family enjoyed the movie very much and looking forward to the next one.,1
2.0,Jokes didn’t land.CGI wasn’t amazing and storyline was bleh..Not the worst movie I’ve seen but it wasn’t needed,-1
3.0,I've never watched a single Fast and Furious. This movie was entertaining. I would give it 3.5 stars. I wouldn't call it awesome.,0
4.0,great movie but dragged in middle,1
4.0,Funny movie that was entertaining throughout,1
2.0,the action was good but the plot was corny to me... liked it better when it was mainly about the cars,-1
5.0,"Action packed and exciting. tons of jujitsu a** kicking. lil corny with the jokes at points and times, but most of the jokes of hobbs vs shaw were funny to say the least. overall pretty good for a date night. not a classic though. i definitely recommend if you are a fan of the fast and furious series",1
5.0,"Excellent banter between Hobbs and Shaw. A lot of action. Idris Elba is great as a bad guy, he also wrote the script and sang the song at the end of the film. Surprise, funny cameos of Ryan Reynolds and Kevin Hart. Awesome music throughout and a great storyline that works. Hope they make another one with these two guys! They are great together! Absolutely loved it!!",1
5.0,action packed and funny great movie,1
5.0,Soooo good!! I loved this movie. Constant action with awesome stunts!,1
4.0,Great show. The comedy was throughout the show the action was very good. Some disbelieving moments but you dont see a show like this for believability. If you like it action and comedy this is the way to go,1
5.0,Amazing movie I would like to see it again,1
5.0,Action pack and a mix of humor throughout the whole movie. Enjoyed it so much and might have to go and watch it again.,1
3.0,It was good. Different than the fast and furious franchise,0
4.0,Good action and comedy. Some nice Easter eggs.,1
5.0,its was good action movie with some funny parts. enjoyable movie for my mom and I,1
2.0,It was a lot of action and corny moments.,-1
5.0,love it frm beginning till da end.,1
3.5,Needed more car chase scenes,0
4.0,Went in thinking that this was going to be boring. Found the banner between the stars entertaining. Then the addition of Kevin Hart really added fun. Action was good and recommend for a fun filled afternoon.,1
5.0,"It was funny, and action packed, and Im happy it wasnt about racing like the others were , great movie.",1
5.0,Action from scene 1 to the End!!! Bravo!!!,1
5.0,Action is fabulous. Story is great and the characters are fantastic!,1
5.0,"This was a really good movie, and I’m not even a big fan of action. Definitely a must see movie",1
5.0,Loved the exchange between characters. The action was amazing. The Lamborghini doors on the Cayman really set the car apart. I want that on mine.,1
